3루	3 루
삥삥	삥 삥
품행	품 행
유로퓸	유 로 퓸
연구	연 구
작곡자	작 곡 자
交差位	交 差 位
찾아오다	찾 아 오 다
척하다	척 하 다
豫約	豫 約
귀빈	귀 빈
우리말	우 리 말
순서	순 서
수달	수 달
꿇다	꿇 다
막히다	막 히 다
문	문
팩토리	팩 토 리
휘다	휘 다
증명하다	증 명 하 다
풀네임	풀 네 임
액사	액 사
편수	편 수
아콰리움	아 콰 리 움
인감	인 감
동급생	동 급 생
냇가	냇 가
조립하다	조 립 하 다
후라이판	후 라 이 판
스테파노	스 테 파 노
드래건	드 래 건
퀴논	퀴 논
딱딱하다	딱 딱 하 다
주먹밥	주 먹 밥
㫌	㫌
두마	두 마
어둑서니	어 둑 서 니
따이	따 이
프랑스빵	프 랑 스 빵
센타	센 타
거닐다	거 닐 다
공수도	공 수 도
단일하다	단 일 하 다
육촌	육 촌
세존	세 존
덮개	덮 개
멱	멱
농작물	농 작 물
쪼박	쪼 박
병리	병 리
음수	음 수
주근깨	주 근 깨
추파	추 파
비평	비 평
머루	머 루
설명	설 명
묘미	묘 미
개마고원	개 마 고 원
암내	암 내
블라디보스토크	블 라 디 보 스 토 크
설농탕	설 농 탕
올빼미	올 빼 미
운전자	운 전 자
죄송	죄 송
명사화	명 사 화
눈동자개	눈 동 자 개
자르다	자 르 다
배전반	배 전 반
뻐스럭뻐스럭	뻐 스 럭 뻐 스 럭
가뭄	가 뭄
곰실	곰 실
의식하다	의 식 하 다
잠수하다	잠 수 하 다
엉뎅이	엉 뎅 이
쇠뜨기	쇠 뜨 기
큰아버지	큰 아 버 지
-아라	- 아 라
현미녹차	현 미 녹 차
뒷간	뒷 간
요리사	요 리 사
너려오다	너 려 오 다
일벌	일 벌
미시소가	미 시 소 가
거품기	거 품 기
라선	라 선
이심	이 심
찰흙	찰 흙
무신	무 신
버슬버슬	버 슬 버 슬
목화	목 화
나각	나 각
挾攻	挾 攻
핵가족	핵 가 족
공문서	공 문 서
역정	역 정
바리	바 리
시쇠	시 쇠
조부모	조 부 모
물리치다	물 리 치 다
성당	성 당
악수하다	악 수 하 다
계략	계 략
연소하다	연 소 하 다
洪吉童	洪 吉 童
열역학	열 역 학
그제	그 제
예금	예 금
경찰견	경 찰 견
마그마	마 그 마
페르시아어	페 르 시 아 어
會社員	會 社 員
대중교통	대 중 교 통
-십니꺼	- 십 니 꺼
야쿠자	야 쿠 자
미아	미 아
정신병	정 신 병
참수	참 수
가위바위보	가 위 바 위 보
미누스	미 누 스
득남하다	득 남 하 다
送金	送 金
뜸부기	뜸 부 기
개선문	개 선 문
킬트	킬 트
초롱꽃	초 롱 꽃
구개음화	구 개 음 화
朰	朰
ㄴㄴ	ㄴ ㄴ
동백	동 백
주막	주 막
행동하다	행 동 하 다
突入	突 入
가공하다	가 공 하 다
독음	독 음
不動産	不 動 産
모페드	모 페 드
槪念	槪 念
판단하다	판 단 하 다
푸석푸석	푸 석 푸 석
브로치	브 로 치
도분	도 분
斑指	斑 指
집난이	집 난 이
우방	우 방
녕	녕
육교	육 교
실내운동	실 내 운 동
선렬	선 렬
기울	기 울
보체	보 체
대원군	대 원 군
어데	어 데
최강	최 강
돈가스	돈 가 스
어금니	어 금 니
취지	취 지
價値	價 値
지원자	지 원 자
흰기러기	흰 기 러 기
동행하다	동 행 하 다
켕기다	켕 기 다
자류석	자 류 석
교섭	교 섭
문도	문 도
조팝나무	조 팝 나 무
인국	인 국
척결	척 결
티오펜	티 오 펜
석가모니	석 가 모 니
곰틀곰틀	곰 틀 곰 틀
동궁	동 궁
악력	악 력
네모	네 모
리해	리 해
낭비하다	낭 비 하 다
배변	배 변
무능	무 능
추출하다	추 출 하 다
언론	언 론
眞空管	眞 空 管
푸주	푸 주
생로병사	생 로 병 사
㻦	㻦
지권	지 권
버리다	버 리 다
실례	실 례
비율	비 율
변압기	변 압 기
평화적	평 화 적
호우	호 우
송치	송 치
우	우
으스름하다	으 스 름 하 다
시계비행	시 계 비 행
추리닝	추 리 닝
강단	강 단
핵전쟁	핵 전 쟁
노조비	노 조 비
팔라우	팔 라 우
거치다	거 치 다
계기판	계 기 판
에스키모	에 스 키 모
투표자	투 표 자
상	상
짜구배	짜 구 배
肛門性交	肛 門 性 交
風說	風 說
소프트웨어	소 프 트 웨 어
희생타	희 생 타
패스트볼	패 스 트 볼
살찐	살 찐
불사르다	불 사 르 다
수수미꾸리	수 수 미 꾸 리
셔벗	셔 벗
완비	완 비
혐오하다	혐 오 하 다
부쿠레슈티	부 쿠 레 슈 티
수익	수 익
남프릭	남 프 릭
저승사자	저 승 사 자
물떼새	물 떼 새
懷中鏡	懷 中 鏡
중화대북	중 화 대 북
걸어가다	걸 어 가 다
차분법	차 분 법
미륵	미 륵
쌍정	쌍 정
단순청상아리	단 순 청 상 아 리
체벌	체 벌
흡수지	흡 수 지
䄣	䄣
祛痰劑	祛 痰 劑
남의자	남 의 자
세계어	세 계 어
황후	황 후
뒤영벌	뒤 영 벌
각하	각 하
사냥꾼	사 냥 꾼
직발	직 발
지질	지 질
향찰	향 찰
토혈	토 혈
자가용차	자 가 용 차
제인	제 인
러시아어	러 시 아 어
식자	식 자
갈매기	갈 매 기
봄날	봄 날
서과	서 과
둥치	둥 치
족적	족 적
우편함	우 편 함
案內狀	案 內 狀
라고스	라 고 스
낮추다	낮 추 다
넓적부리	넓 적 부 리
멩이	멩 이
-유	- 유
구분하다	구 분 하 다
사난아이	사 난 아 이
탈덕	탈 덕
불량자	불 량 자
력	력
이발소	이 발 소
연회	연 회
비잔티온	비 잔 티 온
설설	설 설
암자	암 자
종일	종 일
음절	음 절
기입	기 입
만화영화	만 화 영 화
색욕	색 욕
채용하다	채 용 하 다
흑역사	흑 역 사
旣視感	旣 視 感
데띠기	데 띠 기
한열	한 열
혈청학	혈 청 학
소스	소 스
뽈스카	뽈 스 카
공손하다	공 손 하 다
촌락	촌 락
악티늄	악 티 늄
㒱	㒱
대량학살	대 량 학 살
인니	인 니
에러	에 러
도다	도 다
화실	화 실
탐폰	탐 폰
덕트	덕 트
침침하다	침 침 하 다
담배	담 배
한아바이	한 아 바 이
괴뢰	괴 뢰
㐝	㐝
兒孩	兒 孩
짤방	짤 방
결정하다	결 정 하 다
낱	낱
旗學	旗 學
베어물다	베 어 물 다
약제	약 제
미호종개	미 호 종 개
플루토늄	플 루 토 늄
촉수	촉 수
풋옵션	풋 옵 션
쳐	쳐
카피바라	카 피 바 라
䴨	䴨
피말강이	피 말 강 이
빼치다	빼 치 다
품격	품 격
홀-	홀 -
-것-	- 것 -
교사하다	교 사 하 다
봉사	봉 사
손상하다	손 상 하 다
可及的	可 及 的
어법	어 법
間食	間 食
남기다	남 기 다
보임틀	보 임 틀
안가	안 가
고어	고 어
자본가	자 본 가
초밥	초 밥
-수다	- 수 다
허벅지	허 벅 지
짊다	짊 다
誤打	誤 打
경칭	경 칭
오라버이	오 라 버 이
순교	순 교
상속인	상 속 인
꿈적	꿈 적
왼쪽	왼 쪽
씽글씽글	씽 글 씽 글
窒化	窒 化
泌尿器科	泌 尿 器 科
고약하다	고 약 하 다
이엉	이 엉
논의	논 의
콱	콱
의식주	의 식 주
존예	존 예
私益	私 益
미역감다	미 역 감 다
𣴘	𣴘
자괴감	자 괴 감
칼날	칼 날
아리조나	아 리 조 나
관현악단	관 현 악 단
자손	자 손
귀주	귀 주
우울하다	우 울 하 다
싸리	싸 리
읎다	읎 다
로망	로 망
족발	족 발
드럼	드 럼
복받치다	복 받 치 다
굽이굽이	굽 이 굽 이
개명되다	개 명 되 다
아니하다	아 니 하 다
사모뿔	사 모 뿔
可視光線	可 視 光 線
무함마드	무 함 마 드
비기다	비 기 다
한물	한 물
레즈비언	레 즈 비 언
해고하다	해 고 하 다
赤線	赤 線
프랑	프 랑
폭도	폭 도
쓸데없다	쓸 데 없 다
고래	고 래
언저리	언 저 리
심성	심 성
게이다	게 이 다
문신	문 신
派閥	派 閥
뜻밖에	뜻 밖 에
음양가	음 양 가
황오리	황 오 리
천정	천 정
동국	동 국
소각하다	소 각 하 다
쥐창시	쥐 창 시
보필	보 필
덴뿌라	덴 뿌 라
크라상	크 라 상
당기다	당 기 다
무탈	무 탈
까자	까 자
문턱	문 턱
半齒音	半 齒 音
잡히다	잡 히 다
수말	수 말
연구원	연 구 원
잡담하다	잡 담 하 다
희귀하다	희 귀 하 다
피격	피 격
어디메	어 디 메
규소수지	규 소 수 지
꽹과리	꽹 과 리
홈	홈
회비	회 비
무차별	무 차 별
음렬	음 렬
자주복	자 주 복
멀다	멀 다
연가	연 가
척량	척 량
젤리	젤 리
摩尼敎	摩 尼 敎
적법하다	적 법 하 다
사하라	사 하 라
쩔어	쩔 어
바두쯔	바 두 쯔
고순쥐	고 순 쥐
혁명가극	혁 명 가 극
치안	치 안
샐러리	샐 러 리
만우절	만 우 절
古代國語	古 代 國 語
내강	내 강
도토리묵	도 토 리 묵
기도서	기 도 서
선구	선 구
참신하다	참 신 하 다
회의하다	회 의 하 다
명분	명 분
다치다	다 치 다
반구	반 구
나성	나 성
무진장	무 진 장
대여섯	대 여 섯
된디읃	된 디 읃
왕실	왕 실
깜짝깜짝	깜 짝 깜 짝
남체	남 체
원망하다	원 망 하 다
로메	로 메
은방울꽃	은 방 울 꽃
투자	투 자
우럭볼락	우 럭 볼 락
밀접하다	밀 접 하 다
運轉免許證	運 轉 免 許 證
그루터기	그 루 터 기
자구다복	자 구 다 복
친애	친 애
탈북	탈 북
-매	- 매
울음소리	울 음 소 리
사르르	사 르 르
호흡계통	호 흡 계 통
패자	패 자
홍길동	홍 길 동
안전하다	안 전 하 다
경낭	경 낭
천체	천 체
광대뼈	광 대 뼈
무사하다	무 사 하 다
마리아주	마 리 아 주
사육제	사 육 제
큰흰죽지	큰 흰 죽 지
남방동사리	남 방 동 사 리
흥정	흥 정
볏짚	볏 짚
飜譯家	飜 譯 家
평민	평 민
알아보다	알 아 보 다
공중전화	공 중 전 화
명창	명 창
西歐圈	西 歐 圈
례절	례 절
훼방하다	훼 방 하 다
橵	橵
숙제하다	숙 제 하 다
피처폰	피 처 폰
海月	海 月
구원	구 원
낙농업	낙 농 업
아름답다	아 름 답 다
모범	모 범
衢街	衢 街
목탄	목 탄
한담하다	한 담 하 다
땀띠약	땀 띠 약
티라나	티 라 나
차질	차 질
깃대	깃 대
고맙다	고 맙 다
세습무	세 습 무
홀소리	홀 소 리
회음	회 음
이웆	이 웆
궐련	궐 련
중성	중 성
호전적	호 전 적
만들어지다	만 들 어 지 다
음침하다	음 침 하 다
투자되다	투 자 되 다
개망초	개 망 초
성구	성 구
여쭈다	여 쭈 다
왈츠	왈 츠
㤀	㤀
붉은목지빠귀	붉 은 목 지 빠 귀
통구	통 구
새롭다	새 롭 다
까치발	까 치 발
어휘장	어 휘 장
오얏	오 얏
원두	원 두
-는-	- 는 -
鑄型	鑄 型
슈퍼모델	슈 퍼 모 델
출납계	출 납 계
유화정책	유 화 정 책
聲讀	聲 讀
걸인	걸 인
중추절	중 추 절
일나다	일 나 다
바늘겨레	바 늘 겨 레
곤운	곤 운
욕하다	욕 하 다
갱구	갱 구
거스르다	거 스 르 다
연월일	연 월 일
자업자득	자 업 자 득
애교살	애 교 살
살피	살 피
시신경	시 신 경
전야제	전 야 제
반지성주의	반 지 성 주 의
대충	대 충
-덜	- 덜
두발	두 발
탱탱	탱 탱
대망	대 망
救恤	救 恤
양질	양 질
바꾸다	바 꾸 다
기냥	기 냥
地形學	地 形 學
만유	만 유
다도	다 도
죽순	죽 순
텔레비	텔 레 비
表語文字	表 語 文 字
바다제비	바 다 제 비
횡파	횡 파
가봉	가 봉
만족하다	만 족 하 다
가체	가 체
가시부리새	가 시 부 리 새
공증인	공 증 인
성운	성 운
검은해오라기	검 은 해 오 라 기
꼼꼼하다	꼼 꼼 하 다
으쌰	으 쌰
남자답다	남 자 답 다
산동	산 동
곧은창자	곧 은 창 자
발전도상국	발 전 도 상 국
여와	여 와
햇발	햇 발
곱하다	곱 하 다
복종	복 종
닭알	닭 알
까타르	까 타 르
정구	정 구
우란	우 란
기필코	기 필 코
영도자	영 도 자
구입하다	구 입 하 다
긴부리참돌고래	긴 부 리 참 돌 고 래
약하다	약 하 다
䭏	䭏
나누이다	나 누 이 다
안기다	안 기 다
우마	우 마
입학하다	입 학 하 다
-붙이	- 붙 이
㐂	㐂
진지하다	진 지 하 다
유카타	유 카 타
점몰개	점 몰 개
여기저기	여 기 저 기
배신하다	배 신 하 다
착지	착 지
애드웨어	애 드 웨 어
애너그램	애 너 그 램
낭송되다	낭 송 되 다
야레	야 레
귀리	귀 리
허벌나다	허 벌 나 다
장뇌	장 뇌
-ㄴ께	- ㄴ 께
도둑	도 둑
反騰	反 騰
신음	신 음
나프탈렌	나 프 탈 렌
인수	인 수
供給者	供 給 者
해설자	해 설 자
거래	거 래
문혁	문 혁
삭제하다	삭 제 하 다
가책되다	가 책 되 다
네바다	네 바 다
충전하다	충 전 하 다
안개꽃	안 개 꽃
도륙하다	도 륙 하 다
따뜻하다	따 뜻 하 다
끔적끔적	끔 적 끔 적
숲	숲
사립문	사 립 문
특급시	특 급 시
무모하다	무 모 하 다
피크닉	피 크 닉
全速前進	全 速 前 進
악대	악 대
전생	전 생
공안	공 안
꿈틀	꿈 틀
아끼다	아 끼 다
관광하다	관 광 하 다
비다	비 다
물뿌리개	물 뿌 리 개
해달	해 달
수탉	수 탉
몰도바	몰 도 바
아쉬움	아 쉬 움
불라	불 라
인나다	인 나 다
신시사이저	신 시 사 이 저
근삿값	근 삿 값
비파나무	비 파 나 무
하강	하 강
달마	달 마
단백	단 백
모으다	모 으 다
검색하다	검 색 하 다
닦다	닦 다
-와	- 와
진급	진 급
뉴질랜드	뉴 질 랜 드
빈약	빈 약
눈썹	눈 썹
석랍	석 랍
왼손잡이	왼 손 잡 이
푸르디푸르다	푸 르 디 푸 르 다
눼	눼
璹	璹
로케트	로 케 트
팽	팽
연세대	연 세 대
쾅	쾅
앵커리지	앵 커 리 지
민부리고래	민 부 리 고 래
국비	국 비
파래	파 래
자기소개서	자 기 소 개 서
포그롬	포 그 롬
검출하다	검 출 하 다
속성	속 성
개구장이	개 구 장 이
큰재개구마리	큰 재 개 구 마 리
피다	피 다
접종하다	접 종 하 다
달밤	달 밤
버들가지	버 들 가 지
아메바	아 메 바
ㄾ	ㄾ
捿	捿
수식어	수 식 어
계속되다	계 속 되 다
ㅒ	ㅒ
탈춤	탈 춤
거칠다	거 칠 다
海溢警報	海 溢 警 報
경기관	경 기 관
計器板	計 器 板
西紀	西 紀
굴착기	굴 착 기
보닛	보 닛
고냉이	고 냉 이
소멸하다	소 멸 하 다
적량	적 량
生覺	生 覺
견성하다	견 성 하 다
갈토	갈 토
흰머리솔개	흰 머 리 솔 개
연결하다	연 결 하 다
반포	반 포
석영	석 영
희붐하다	희 붐 하 다
흔적	흔 적
국밥	국 밥
디귿	디 귿
旽	旽
자뻑	자 뻑
누선	누 선
학	학
곰지락곰지락	곰 지 락 곰 지 락
놀이기구	놀 이 기 구
밴드	밴 드
댐	댐
龍台	龍 台
칼리파	칼 리 파
학생복	학 생 복
천적	천 적
아전인수	아 전 인 수
싸인펜	싸 인 펜
靑信號	靑 信 號
마드리드	마 드 리 드
미국나팔꽃	미 국 나 팔 꽃
꽃봉오리	꽃 봉 오 리
무선전화	무 선 전 화
領收證	領 收 證
승진되다	승 진 되 다
십사	십 사
말하다	말 하 다
피페리딘	피 페 리 딘
거스러미	거 스 러 미
팟타이	팟 타 이
胊	胊
기울이다	기 울 이 다
팔목시계	팔 목 시 계
사이시옷	사 이 시 옷
불편	불 편
키릴	키 릴
기주떡	기 주 떡
배척	배 척
大日	大 日
솔직하다	솔 직 하 다
린스	린 스
料理師	料 理 師
크림반도	크 림 반 도
왕녀	왕 녀
녹이다	녹 이 다
연출	연 출
생키다	생 키 다
숙이다	숙 이 다
어순	어 순
유자	유 자
巭	巭
화해	화 해
오곡밥	오 곡 밥
두루마리	두 루 마 리
제습기	제 습 기
새방자	새 방 자
-아야겠-	- 아 야 겠 -
비비다	비 비 다
老眼	老 眼
민간	민 간
옻나무	옻 나 무
새벽녘	새 벽 녘
마두금	마 두 금
천연두	천 연 두
요방형근	요 방 형 근
높임말	높 임 말
짜다	짜 다
냉동고	냉 동 고
큰회색머리아비	큰 회 색 머 리 아 비
運動靴	運 動 靴
솜털	솜 털
우리다	우 리 다
미시사가	미 시 사 가
널쭈다	널 쭈 다
교미하다	교 미 하 다
임기	임 기
단고기탕	단 고 기 탕
묵고	묵 고
비치발리볼	비 치 발 리 볼
강의하다	강 의 하 다
섀르밴대	섀 르 밴 대
은제	은 제
冊床	冊 床
이서	이 서
조개나물	조 개 나 물
랭	랭
손가락질	손 가 락 질
나무껍질	나 무 껍 질
動悸	動 悸
프로파길	프 로 파 길
-이라도	- 이 라 도
의논하다	의 논 하 다
소박하다	소 박 하 다
길강아지	길 강 아 지
서라벌	서 라 벌
째깍	째 깍
지명학	지 명 학
깃털	깃 털
박해자	박 해 자
향고래	향 고 래
저녁놀	저 녁 놀
사진기	사 진 기
차주	차 주
얼차려	얼 차 려
경축	경 축
개발하다	개 발 하 다
通念	通 念
타원	타 원
설산	설 산
대북	대 북
銃口	銃 口
及其也	及 其 也
렬차	렬 차
마당너구리	마 당 너 구 리
송곳	송 곳
답장하다	답 장 하 다
안드로이드	안 드 로 이 드
중국대륙	중 국 대 륙
본드	본 드
그을음	그 을 음
와이셔츠	와 이 셔 츠
새내기	새 내 기
不敢請固所願	不 敢 請 固 所 願
贊反	贊 反
가새	가 새
하녀	하 녀
영춘권	영 춘 권
건더기	건 더 기
하이킹	하 이 킹
발매하다	발 매 하 다
꺽지	꺽 지
오십	오 십
硏究院	硏 究 院
-짜리	- 짜 리
희생양	희 생 양
발등	발 등
모피	모 피
승인하다	승 인 하 다
ꥸ	ꥸ
관청	관 청
맘마통	맘 마 통
勞組	勞 組
하락시	하 락 시
우야다	우 야 다
봉기	봉 기
궁핍	궁 핍
무끼	무 끼
부덕의	부 덕 의
심리학자	심 리 학 자
온주	온 주
이사악	이 사 악
정확히	정 확 히
지다	지 다
半地下	半 地 下
아홉째	아 홉 째
정직	정 직
빛내다	빛 내 다
머리카락	머 리 카 락
흰이마기러기	흰 이 마 기 러 기
멀쩡하다	멀 쩡 하 다
악령	악 령
예식	예 식
나프타	나 프 타
뿌석뿌석	뿌 석 뿌 석
대결	대 결
몽고점	몽 고 점
천구	천 구
공통	공 통
국제어	국 제 어
