LigandId,DockingScore,Smiles,dG,dGError
3268,-8.65,COc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(CO)ccn3)c2)c(Cl)c1,6.892,0.501
3269,-9.58,O=C(Nc1ccnc(Nc2cccc(CO)n2)c1)c1c(Cl)cc(CO)cc1Cl,4.779,0.501
3270,-8.074,CN(C)c1cnc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)cn1,8.227,0.494
3271,-9.579,Nc1cccc(C(=O)Nc2cc(NC(=O)C3CC3F)ncc2F)c1F,4.746,0.446
3272,-9.401,Nc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2CC2F)ncc1F,5.973,0.444
3273,-8.614,COc1ccc(C(=O)Nc2ccnc(NC(=O)Oc3ccccc3)c2)c(Cl)c1,1.403,0.493
3274,-8.402,CN(C)c1cccc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)n1,0.545,0.486
3275,-8.614,Cc1cc(C)nc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)c1,5.359,0.48
3276,-8.053,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2ccccc2)c(F)cn1,6.372,0.474
3277,-8.8,Cc1cc(C)nc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)n1,7.125,0.472
3278,-8.33,O=C(CO)Nc1cc(NC(=O)c2cc(F)ccc2Cl)ccn1,-2.637,0.435
3279,-8.071,CCOC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)ccn1,5.739,0.472
3280,-8.363,Cc1cc(C)nc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)n1,12.692,0.479
3281,-8.363,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)OC(C)C)c2)c(Cl)c1,4.334,0.475
3282,-9.366,O=C(Nc1cc(NC(=O)c2cc(F)ccc2Cl)c(F)cn1)NC1CC1,-7.471,0.453
3283,-8.438,Cc1cncc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)n1,10.328,0.468
3284,-8.094,Cc1cnc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)cn1,7.151,0.46
3285,-8.121,CC(O)c1cc(Cl)c(C(=O)Nc2ccnc(Nc3ccccn3)c2)c(Cl)c1,11.663,0.496
3286,-9.183,O=C(Nc1cc(NC(=O)c2cc(Cl)ccc2Cl)c(F)cn1)NC1CC1,-9.222,0.457
3287,-8.914,Cc1cc(Nc2cc(NC(=O)c3ccccc3Cl)ccn2)nc(N)n1,-2.413,0.466
3288,-8.619,Cc1cccc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)n1,9.289,0.464
3289,-8.121,Cc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2cnc(N(C)C)cn2)c1,7.854,0.491
3290,-8.267,Cc1nccc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)n1,-3.849,0.47
3291,-8.719,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)Nc3cccnc3)c2)c(Cl)c1,-5.243,0.506
3292,-8.751,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)CC#N)c1,1.47,0.454
3293,-8.696,CC(C)NC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2C(F)(F)F)ccn1,8.616,0.471
3294,-8.523,Cc1ccc(N)cc1C(=O)Nc1ccnc(NC(=O)C2CC(=O)C2)c1,9.469,0.467
3295,-8.789,Nc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)COCc2ccccc2)c1,7.047,0.505
3296,-8.379,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2OC)ccn1,2.779,0.459
3297,-8.687,CCc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(NC)n1,-6.249,0.498
3298,-8.525,COCCCNC(=O)Nc1cc(NC(=O)c2ccccc2Cl)ccn1,-7.379,0.475
3299,-8.824,Cc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)COCc3ccccc3)c2)c1,-2.318,0.51
3300,-8.797,Cc1ccccc1C(=O)Nc1cc(NC(=O)C2CC2Cl)ncc1F,-4.409,0.453
3301,-9.359,O=C(CCO)Nc1cc(NC(=O)c2c(Cl)cccc2Br)ccn1,1.698,0.457
3302,-8.926,Cc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CC2Cl)ncc1F,1.36,0.459
3303,-9.076,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)NCc3ccccc3)c2)c(Cl)c1,3.561,0.516
3304,-8.043,Cc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)C2CC(=O)C2)c1,11.001,0.46
3305,-8.809,Cc1cc(N)ccc1C(=O)Nc1ccnc(NC(=O)C2CC(=O)C2)c1,9.921,0.468
3306,-8.225,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)CC(C)C)c1,13.764,0.474
3307,-8.663,Cc1cccc(Cl)c1C(=O)Nc1ccnc(Nc2ccn(C)n2)c1,6.223,0.463
3308,-8.492,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1ccc(Cl)cc1,19.013,0.462
3309,-9.102,Nc1ccccc1C(=O)Nc1cc(NC(=O)C2CC(O)C2)ncc1F,12.258,0.458
3310,-8.805,Cc1ccc(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(N)c1,18.725,0.454
3311,-9.195,Cc1ccc(N)cc1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,2.513,0.451
3312,-8.196,O=C(CO)Nc1cc(NC(=O)c2c(Cl)cccc2C(F)(F)F)ccn1,8.669,0.461
3313,-8.672,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2C(F)(F)F)ccn1,4.191,0.459
3314,-8.671,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2ccccn2)ccn1,10.065,0.493
3315,-9.282,O=C(COCc1ccccc1)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,-10.412,0.499
3316,-8.854,Nc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)CSC(F)F)c1,12.427,0.461
3317,-8.353,Cc1cc(Nc2cc(NC(=O)c3ccccc3Cl)ccn2)n(C)n1,-0.951,0.467
3318,-8.335,Cc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,6.422,0.45
3319,-8.397,Cc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,9.115,0.463
3320,-8.464,Cn1ccc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)n1,-1.96,0.462
3321,-8.154,Cc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,12.048,0.454
3322,-9.03,CC(=O)N(C)c1ccc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)nc1,-7.987,0.506
3323,-8.77,Cc1ccc(N)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c1,17.758,0.451
3324,-8.201,Cc1ccc(N)cc1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,9.892,0.456
3325,-8.292,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)NC(C)C)c1,6.086,0.471
3326,-9.336,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)NC2CC2)ncc1F,-2.171,0.455
3327,-9.241,O=C(Nc1ccnc(Nc2cncc(CO)n2)c1)c1c(F)cccc1Cl,-3.65,0.475
3328,-8.88,Cc1cc(N)ccc1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,7.633,0.46
3329,-9.325,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)CCO)c1,4.631,0.452
3330,-9.325,Cc1cc(N)ccc1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,5.4,0.453
3331,-8.692,Cc1c(O)cccc1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,8.962,0.457
3332,-8.135,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c(C)c1,14.791,0.476
3333,-8.091,COc1cc(C)ccc1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,17.991,0.474
3334,-8.464,COc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c(Cl)c1,5.11,0.485
3335,-8.578,Cc1c(O)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(=O)C2)c1,5.82,0.465
3336,-8.431,Nc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2CO)c1,18.473,0.466
3337,-9.479,Cc1c(O)cccc1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,8.97,0.453
3338,-8.785,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(C)c1,5.304,0.472
3339,-8.673,O=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCO3)ncc2F)c(Cl)c1,11.365,0.488
3340,-8.55,COc1cc(C)ccc1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,21.418,0.469
3341,-8.909,O=C(Nc1ccnc(Nc2cc(CN3CCOCC3)ccn2)c1)c1ccccc1Cl,-3.709,0.519
3342,-8.325,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,8.562,0.49
3343,-8.63,Cc1cc(O)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2(C)C)c1,12.644,0.472
3344,-8.397,Cc1cc(N)ccc1C(=O)Nc1ccnc(NC(=O)C2CCOC2)c1,16.46,0.47
3345,-8.046,COc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2(C)CC2)c1,13.816,0.465
3346,-8.201,Cc1ccc(N)cc1C(=O)Nc1ccnc(NC(=O)C2CCOC2)c1,12.752,0.467
3347,-8.3,COc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,13.271,0.463
3348,-9.172,O=C(Nc1cc(NC(=O)c2ccc(F)cc2Cl)ccn1)NC1CC(O)C1,0.316,0.476
3349,-9.291,Cc1ccc(O)cc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,0.772,0.451
3350,-8.435,Nc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C4CC4)[nH]n3)c2)c1,-3.374,0.473
3351,-8.66,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2ccc(F)cc2F)ccn1,11.389,0.491
3352,-8.268,COc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CCCO2)c1,14.209,0.472
3353,-8.897,Nc1nc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)cc(C2CC2)n1,-5.801,0.485
3354,-8.483,COc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,14.079,0.478
3355,-8.456,Cc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3CO)c2)c(C)c1,21.857,0.473
3356,-8.545,COc1ccccc1C(=O)Nc1cc(NC(=O)C2CC2Cl)ncc1F,-14.625,0.461
3357,-8.238,COc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,15.298,0.484
3358,-8.256,COc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,11.814,0.461
3359,-8.838,Cc1cc(O)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2C)c1,5.662,0.465
3360,-8.498,COc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3(C)CC3)ncc2F)c(Cl)c1,15.659,0.485
3361,-8.563,Nc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)C2CC2CO)c1,14.859,0.461
3362,-9.128,Cc1c(O)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2CO)c1,15.383,0.475
3363,-8.491,COc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)C2CC2C#N)c1,5.498,0.47
3364,-9.275,O=C(Nc1cc(NC(=O)C2CC2CO)ncc1F)c1cccc(F)c1Cl,-2.553,0.466
3365,-8.223,Cc1c(O)cccc1C(=O)Nc1ccnc(NC(=O)C2CCOC2)c1,9.196,0.471
3366,-9.083,O=C(Nc1cc(NC(=O)C2CC2CO)ncc1F)c1ccc(Cl)cc1F,0.861,0.473
3367,-8.942,O=C(Nc1ccnc(NC(=O)C2CC2CO)c1)c1cccc(O)c1F,4.253,0.458
3368,-8.948,Cc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CC2CO)c1,3.861,0.462
3369,-9.439,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2ccc(F)cc2Cl)c(F)cn1,6.027,0.505
3370,-8.902,Cc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)NC3CC(O)C3)c2)c1,-1.977,0.484
3371,-9.065,COc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c1,-5.745,0.465
3372,-9.296,Cc1c(O)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2C#N)c1,5.04,0.464
3373,-8.39,COc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)C2CCOC2)c1,14.693,0.47
3374,-8.877,CCc1cc(Nc2cc(NC(=O)c3ccccc3Cl)ccn2)nc(N2CCC2)n1,-4.482,0.509
3375,-8.973,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2ccc(C)cc2Cl)c(F)cn1,0.318,0.501
3376,-8.762,Cc1cc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)nc(NC2CC2)n1,-14.804,0.504
3377,-8.748,Cc1cc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)nc(NC2CC2)n1,-9.856,0.514
3378,-8.775,O=C(Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)ccn1)NC1CC(O)C1,5.656,0.5
3379,-8.52,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3C#N)c2)c(C)c1,8.095,0.481
3380,-9.192,O=C(Nc1cc(NC(=O)C2CC2CO)ncc1F)c1cc(Cl)ccc1F,2.556,0.463
3381,-8.689,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)NC2CC(O)C2)c1,7.496,0.485
3382,-8.814,COc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC(=O)C3)ncc2F)c1,-5.623,0.476
3383,-8.755,Cc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3CO)c2)c1F,6.33,0.464
3384,-9.557,CC(O)c1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3CO)ncc2F)c(Cl)c1,19.354,0.509
3385,-10.157,O=C(Nc1ccnc(Nc2cc(C3CC3)nc(NCCO)n2)c1)c1ccccc1Cl,-9.38,0.516
3386,-9.299,COc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3C#N)ncc2F)c1,-9.043,0.473
3387,-8.986,Cc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CC2CO)ncc1F,10.696,0.476
3388,-9.583,COc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CC2CNC(C)=O)c1,5.73,0.507
3389,-10.206,O=C(Nc1cc(NC(=O)C2CC2CO)ncc1F)c1cc(O)ccc1Cl,-2.99,0.47
3390,-9.539,C=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3CO)ncc2F)c(Cl)c1,13.425,0.494
3391,-8.955,COc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCOC3)ncc2F)c1,-0.739,0.49
3392,-9.279,Cc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3CO)ncc2F)c1,-2.289,0.472
3393,-8.914,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CC2CNC(C)=O)ncc1F,11.245,0.513
3394,-8.306,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2ccccc2)ccn1,4.679,0.463
3395,-8.208,O=C(Nc1ccnc(Nc2ccncc2)c1)c1cccc(O)c1Cl,1.536,0.459
3396,-8.507,O=C(Nc1cc(Nc2ccncc2)ncc1F)c1ccc(Cl)cc1Cl,-1.253,0.46
3397,-7.998,O=C(Nc1ccnc(Nc2cnccn2)c1)c1cc(Cl)ccc1F,7.637,0.451
3398,-8.656,O=C(Nc1cc(Nc2ccccn2)ncc1F)c1cc(Cl)ccc1Cl,-7.602,0.456
3399,-9.591,Nc1cccc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)n1,2.456,0.467
3400,-8.689,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2ccc(Cl)cc2)c(F)cn1,11.04,0.477
3401,-9.05,NC(=O)c1ccc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)nc1,-3.616,0.487
3402,-8.902,Nc1cccc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,13.684,0.467
3403,-9.196,Nc1cc(Cl)c(C(=O)Nc2cc(Nc3ccncc3)ncc2F)c(Cl)c1,-1.123,0.468
3404,-8.083,O=C(Nc1cc(NC(=O)c2ccc(F)cc2)ccn1)NC1CC1,8.76,0.446
3405,-8.404,O=C(Nc1ccnc(Nc2ncccn2)c1)c1ccc(F)cc1Cl,7.328,0.454
3406,-8.505,NC(=O)c1ccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc1,6.001,0.479
3407,-8.001,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ncccn2)c1,19.532,0.455
3408,-8.968,O=C(Nc1cc(NC(=O)c2c(F)cc(F)cc2F)ccn1)NC1CC1,-2.476,0.451
3409,-8.96,O=C(Nc1cc(Nc2ccccn2)ncc1F)c1cc(F)ccc1Cl,-0.923,0.454
3410,-8.571,CC(=O)Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)ccn1,-4.189,0.446
3411,-8.449,O=C(Nc1ccnc(Nc2ccncc2)c1)c1ccc(O)cc1Cl,-2.893,0.457
3412,-8.101,Cc1ccc(Nc2cc(NC(=O)c3ccc(Cl)cc3)ccn2)nc1,21.422,0.464
3413,-8.823,O=C(Nc1cc(Nc2ccncc2)ncc1F)c1cccc(Cl)c1F,-3.537,0.455
3414,-8.751,O=C(Nc1cc(Nc2ncccc2F)ncc1F)c1c(F)cccc1Cl,3.5,0.453
3415,-8.148,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ccncc2)c1,7.751,0.472
3416,-8.744,O=Cc1cc(Cl)c(C(=O)Nc2cc(Nc3ccncc3)ncc2F)c(Cl)c1,8.867,0.48
3417,-8.781,Nc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CC3)c2)cc1,7.583,0.454
3418,-8.715,Nc1ccc(C(=O)Nc2ccnc(Nc3ncccn3)c2)c(Cl)c1,8.908,0.455
3419,-8.147,Nc1cccc(C(=O)Nc2ccnc(Nc3ncccn3)c2)c1Cl,16.424,0.458
3420,-8.408,CN(C)c1cncc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)n1,5.12,0.503
3421,-8.68,Nc1cccc(C(=O)Nc2ccnc(NC(=O)Cc3ccccc3)c2)c1Cl,11.931,0.481
3422,-8.222,Cc1cc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)ccn2)ncn1,-1.966,0.46
3423,-8.398,O=C(Cc1ccccc1)Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)ccn1,3.793,0.479
3424,-8.494,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2cc(Cl)ccc2F)ccn1,-6.452,0.475
3425,-8.598,Cc1cc(C)nc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)n1,8.447,0.488
3426,-8.375,O=C(Nc1ccnc(NC(=O)C(F)F)c1)c1ccc(Cl)cc1F,11.694,0.441
3427,-8.934,COc1ccnc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)c1,15.319,0.486
3428,-8.58,Cc1c(Cl)cccc1C(=O)Nc1ccnc(Nc2cccc(N)n2)c1,13.806,0.469
3429,-8.046,COc1ccnc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)c1,13.209,0.467
3430,-8.408,CN(C)c1ccc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)nc1,8.05,0.5
3431,-9.353,CC(C)NC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)c(F)cn1,0.014,0.464
3432,-8.064,COc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2ccccc2)c1,18.851,0.474
3433,-8.482,Cc1ccnc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)c1,13.474,0.467
3434,-8.647,COc1cc(Cl)c(C(=O)Nc2ccnc(Nc3ccc(C(N)=O)cn3)c2)c(Cl)c1,2.902,0.509
3435,-8.923,Cc1ccnc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)c1,3.652,0.468
3436,-8.429,COc1ccc(C(=O)Nc2ccnc(Nc3ccccc3)c2)c(Cl)c1,12.774,0.475
3437,-8.891,O=C(Nc1ccnc(Nc2ccnc(CO)n2)c1)c1cc(Cl)ccc1Cl,-0.583,0.479
3438,-9.185,O=C(Nc1ccnc(Nc2ccncn2)c1)c1cc(O)ccc1Cl,-2.092,0.452
3439,-8.159,CC(C)C(=O)Nc1cc(NC(=O)c2ccc(N)cc2Cl)ccn1,7.582,0.452
3440,-9.028,O=C1CC(C(=O)Nc2cc(NC(=O)c3ccccc3F)c(F)cn2)C1,-0.398,0.448
3441,-8.189,COc1ccc(C(=O)Nc2ccnc(Nc3ccccn3)c2)c(Cl)c1,10.919,0.471
3442,-9.395,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,-14.632,0.48
3443,-8.13,O=C(CF)Nc1cc(NC(=O)c2ccc(Cl)cc2F)ccn1,10.967,0.44
3444,-8.491,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2cccc(F)c2Cl)ccn1,-6.808,0.478
3445,-8.41,O=C(Nc1cc(NC(=O)c2cccc(F)c2F)ccn1)NC1CC1,-1.976,0.446
3446,-8.687,Nc1cc(Cl)c(C(=O)Nc2ccnc(Nc3nccs3)c2)c(Cl)c1,0.034,0.461
3447,-8.245,COc1ccnc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)c1,15.946,0.479
3448,-8.6,CNC(=O)Nc1cc(NC(=O)c2ccc(N)cc2Cl)ccn1,-0.024,0.446
3449,-8.235,N#Cc1ccc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)ccn2)nc1,1.952,0.467
3450,-8.538,Cc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)NC2CC2)c1,8.088,0.465
3451,-8.455,Nc1cccc(C(=O)Nc2ccnc(NC(=O)CF)c2)c1Cl,3.948,0.441
3452,-8.221,CN(C)c1cnc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)ccn2)cn1,9.098,0.492
3453,-8.164,COc1ccc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)nc1,8.7,0.482
3454,-9.036,O=C(Nc1ccnc(Nc2ncccn2)c1)c1cc(O)ccc1Cl,4.441,0.456
3455,-8.08,CN(C)c1nccc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)ccn2)n1,0.302,0.492
3456,-8.633,O=C(Nc1cc(NC(=O)c2ccccc2)ccn1)NC1CC(O)C1,8.522,0.465
3457,-8.454,Nc1cccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c1,8.738,0.46
3458,-8.641,O=C(Nc1ccnc(Nc2cn[nH]c2)c1)c1cc(Cl)ccc1Cl,-5.441,0.447
3459,-8.234,Cc1cnc(Nc2cc(NC(=O)c3ccc(Cl)cc3Cl)ccn2)nc1,10.549,0.47
3460,-8.023,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)C(F)F)c1,22.734,0.445
3461,-8.082,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3cnccn3)c2)c1,11.44,0.465
3462,-9.009,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)c(F)cn1,-3.999,0.443
3463,-8.173,O=C(CF)Nc1cc(NC(=O)c2cc(Cl)ccc2F)ccn1,4.135,0.438
3464,-8.529,Nc1ccc(C(=O)Nc2ccnc(NC(=O)CF)c2)c(Cl)c1,5.71,0.442
3465,-8.638,O=C1CC(C(=O)Nc2cc(NC(=O)c3cccc(F)c3)c(F)cn2)C1,8.037,0.45
3466,-8.035,Cc1cnc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)nc1,11.684,0.458
3467,-8.157,Cc1ccnc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)ccn2)n1,10.353,0.471
3468,-9.401,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)c(F)cn1,-5.974,0.448
3469,-8.522,O=C(Nc1ccnc(Nc2ccc(CO)cn2)c1)c1cc(Cl)ccc1Cl,2.223,0.478
3470,-9.053,O=C(Nc1cc(NC(=O)C2COC2)ncc1F)c1ccccc1F,3.989,0.44
3471,-8.035,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cccnn3)c2)c(Cl)c1,3.415,0.48
3472,-8.652,COc1ccc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)nc1,8.501,0.486
3473,-8.992,O=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)Nc3ccccn3)ncc2F)c(Cl)c1,8.656,0.504
3474,-8.184,COc1ccc(Nc2cc(NC(=O)c3cccc(Cl)c3)ccn2)nc1,12.629,0.469
3475,-9.502,Nc1ccc(C(=O)Nc2cc(NC(=O)C3CC3F)ncc2F)cc1,5.533,0.44
3476,-8.668,O=C(CCO)Nc1cc(NC(=O)c2ccc(Cl)cc2)ccn1,19.455,0.448
3477,-8.252,Cc1cnc(Nc2cc(NC(=O)c3cccc(Cl)c3C)ccn2)nc1,13.431,0.467
3478,-8.781,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C(F)F)c2)c(Cl)c1,4.385,0.446
3479,-8.497,Nc1cccc(Nc2cc(NC(=O)c3cc(Cl)ccc3F)ccn2)n1,10.996,0.459
3480,-8.619,Nc1cccc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)n1,13.421,0.464
3481,-8.038,CC(O)c1cc(Cl)c(C(=O)Nc2ccnc(Nc3ccncc3)c2)c(Cl)c1,5.103,0.496
3482,-8.574,O=C(Nc1cc(NC(=O)c2ccccc2F)ccn1)NC1CCC1,-1.429,0.454
3483,-8.202,COc1cc(Cl)c(C(=O)Nc2ccnc(Nc3ccncn3)c2)c(Cl)c1,-0.133,0.478
3484,-8.463,Cc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)CC2CC2)c1,16.773,0.466
3485,-8.483,CNC(=O)Nc1cc(NC(=O)c2cccc(N)c2Cl)ccn1,-1.005,0.446
3486,-8.168,O=C(Nc1cc(NC(=O)c2cccc(F)c2)ccn1)NC1CCC1,2.181,0.453
3487,-8.704,O=C(Nc1ccnc(Nc2ccncn2)c1)c1c(Cl)cc(CO)cc1Cl,8.501,0.48
3488,-8.194,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C(F)F)c1,14.917,0.441
3489,-8.698,O=C(CC1CC1)Nc1cc(NC(=O)c2c(F)cccc2F)ccn1,-0.967,0.451
3490,-8.512,Nc1nc(Nc2cc(NC(=O)c3ccccc3)ccn2)cc(C2CC2)n1,-1.442,0.475
3491,-9.043,Nc1ccc(C(=O)Nc2cc(NC(=O)C3CC3(F)F)ncc2F)cc1,6.771,0.447
3492,-8.406,O=C(Nc1ccnc(NC(=O)C(F)F)c1)c1cc(Cl)ccc1F,5.437,0.436
3493,-8.4,CCC(=O)Nc1cc(NC(=O)c2ccc(N)cc2Cl)ccn1,2.618,0.445
